Day,Spot,RiskFreeRate,DivTrue,F_20d,F_60d,DivForecast,ImpliedDiv_20d,Mispricing_20d,Signal_20d,PnL_20d
20,95.9687429302966,0.02,0.015,96.01185488235411,95.99339113640016,0.0182491537295258,0.0143409843364896,-0.0039081693930361,0,0.0
21,128.89847406295908,0.02,0.015,128.93867069225217,129.20027892776233,0.0181614061561047,0.0160713377145332,-0.0020900684415714,0,0.0
22,129.52295364364812,0.02,0.015,129.52877529532404,129.66013857583098,0.0108669918961287,0.019433682134225,0.0085666902380963,-1,0.0
23,137.7483918309171,0.02,0.015,137.82007036470262,137.8868772661343,0.0121865248802546,0.0134451893451788,0.0012586644649241,0,0.0
24,105.384457139479,0.02,0.015,105.4465810197336,105.45108446609387,0.0165451058016259,0.0125745191913208,-0.003970586610305,0,-19.696564736248916
25,99.17978441641358,0.02,0.015,99.23100330294967,99.38569798019716,0.0165413578527366,0.0134947288692505,-0.003046628983486,0,0.0
26,106.33902934410122,0.02,0.015,106.35805217464733,106.56616284935416,0.0165451430589181,0.017746206353104,0.0012010632941859,0,0.0
27,87.17687285042982,0.02,0.015,87.20464758222369,87.24818311067493,0.0265581944719641,0.0159862533289787,-0.0105719411429853,1,42.32412771310035
28,98.08615216804712,0.02,0.015,98.13746059731724,98.18216115133026,0.0167126715320795,0.0134107193886982,-0.0033019521433812,0,0.0
29,91.207592188971,0.02,0.015,91.23264295397824,91.29990015679364,0.0184066969205417,0.0165398022993398,-0.0018668946212018,0,0.0
30,90.44703488337618,0.02,0.015,90.48084231477672,90.53236785843366,0.0178620052904796,0.0152912326480452,-0.0025707726424343,0,0.0
31,84.08487083837092,0.02,0.015,84.09884653837467,84.22593277440944,0.0169541737539173,0.0179059349715989,0.0009517612176816,0,0.0
32,119.43882876052272,0.02,0.015,119.50620897690013,119.56126619120892,0.0140541922660789,0.0128938407183686,-0.0011603515477102,0,32.30156139467644
33,125.08835165570557,0.02,0.015,125.14776273709556,125.21114090642205,0.0172769076614798,0.0140170135602068,-0.0032598941012729,0,0.0
34,104.8813059122271,0.02,0.015,104.93272970326476,105.0598321715161,0.0126815243563872,0.0138236755406031,0.0011421511842159,0,0.0
35,127.37928811840656,0.02,0.015,127.47425690938124,127.36117353835786,0.0142895441797799,0.0106094551556057,-0.0036800890241741,0,0.0
36,102.6462135168897,0.02,0.015,102.67971455342676,102.73370783334208,0.0135439093565126,0.0158883608311935,0.0023444514746809,0,0.0
37,112.06633562648685,0.02,0.015,112.1038470741258,112.2953423260663,0.0152456224181589,0.0157831658165397,0.0005375433983808,0,0.0
38,73.74704244382919,0.02,0.015,73.77622312862304,73.80027082288021,0.0219439757000205,0.0150153403699263,-0.0069286353300941,1,0.0
39,57.844435981737774,0.02,0.015,57.87062689831705,57.95367278576656,0.0093982044222247,0.014296238599874,0.0048980341776493,0,0.0
40,63.01412321192812,0.02,0.015,63.0603811073044,63.05372571727887,0.0170587805711235,0.0107538877738489,-0.0063048927972745,1,0.0
41,75.47159418446893,0.02,0.015,75.50911130711881,75.49898839420231,0.010161852386431,0.0137380640317047,0.0035762116452737,0,0.0
42,81.83186136850425,0.02,0.015,81.87102106913883,81.97737945483253,0.0135842044026317,0.0139718564504189,0.0003876520477872,0,0.0
43,84.03071159454943,0.02,0.015,84.08012304857289,84.07293505937503,0.018266851790902,0.0125931681923352,-0.0056736835985667,1,10.303899919949842
44,83.1718556134536,0.02,0.015,83.20806210887105,83.24638041310929,0.0151928400572863,0.0145161428650013,-0.0006766971922849,0,0.0
45,62.73616489329514,0.02,0.015,62.7550276507368,62.77402443591868,0.011766765666212,0.0162121525704444,0.0044453869042324,0,-0.3053534565676017
46,56.840920146893104,0.02,0.015,56.83794934946335,56.83157763507713,0.01285408887222,0.0206585577036298,0.0078044688314098,-1,0.0
47,54.44633983490011,0.02,0.015,54.46568583702445,54.5207509115534,0.017038793246804,0.0155237334384956,-0.0015150598083083,0,0.0
48,68.67994402179336,0.02,0.015,68.70299027500035,68.7987846722414,0.0128089001048485,0.0157726511721677,0.0029637510673192,0,-15.37713277357254
49,76.8338782013683,0.02,0.015,76.8657363357675,76.97429299795805,0.0156493757687459,0.0147766622527015,-0.0008727135160443,0,0.0
50,53.58332959918436,0.02,0.015,53.62909191515697,53.67842773154007,0.0151367155197114,0.0092436863541015,-0.0058930291656098,1,0.0
51,59.73559570912224,0.02,0.015,59.75968226588435,59.81004566697212,0.0130451989571825,0.0149204583736534,0.0018752594164709,0,-2.921732916421
52,58.121751611039166,0.02,0.015,58.14398655367952,58.17680712415658,0.0214318322679759,0.0151806906298217,-0.0062511416381541,1,0.0
53,53.15906071922498,0.02,0.015,53.1489794841934,53.211865364974265,0.016901757066954,0.0223897263374568,0.0054879692705028,-1,0.0
54,62.32024115098661,0.02,0.015,62.34783179248392,62.35762150638319,0.0089245722400271,0.0144229171056567,0.0054983448656296,-1,0.0
55,78.28668098223588,0.02,0.015,78.31213051340949,78.37920699303373,0.0155593629443082,0.0159046420270004,0.0003452790826922,0,24.683038598252516
56,96.78238094941736,0.02,0.015,96.82159447614124,96.79711598490948,0.0130146406056948,0.0148958646908816,0.0018812240851868,0,0.0
57,85.37720599049626,0.02,0.015,85.43486207075966,85.49506655589452,0.0175573000043886,0.011493965887141,-0.0060633341172475,1,27.290875517080146
58,84.3661285484491,0.02,0.015,84.37665174701317,84.30266676661395,0.0126224377847018,0.0184284684435437,0.0058060306588419,-1,-31.227672262819773
59,94.17391762331025,0.02,0.015,94.19443034507012,94.24396865268344,0.0146557906755993,0.0172557990980592,0.0026000084224599,0,-31.846598552586194
60,117.2567947923643,0.02,0.015,117.28124356006786,117.46836796775928,0.0165149618369413,0.0173730958411289,0.0008581340041876,0,0.0
